id,review,label,prediction
source_0_000096,"live Texas went Owosso review movie because am fan actors appeared it. ""An Oridnary Killer"" all expected then some. storyline sad but, ever well done. There few veteran actors as well as few newcomers. all gave fantasitc performances. could not easy script writer written all well done. recommend movie like details. mystery.",positive,positive
source_0_000097,"Another interesting short animated from National Film Board Canada. very short, just over minute long. seconds, get quick lesson refrigerator works. Short humoristic. Inserted animation, few clips real people (looks like archives footage) having fun around fridge! can go wrong? It's just seconds time. If don't like it, too bad. If like, watch times row! Why not?!? wouldn't even take minutes. Seen Mdiathque National Film Board, Toronto, December 17th, 2004. 76/100 ( )",positive,positive
source_0_000098,"movie th 27th International Movie Festival Paulo, (Brazil). seemed first would plot. woman would buy baby from stranger get money from her boyfriend. got lost nudity, violence profanity. Besides, poor directing leaves audience bored if not angry (many scenes not steady camera shot, shakes as cameraman moves, becoming more difficult follow). Not anything follow. There no plot. Many scenes no dialog and, have, no use. Most times, features leading actor captured smoking cigarettes different places, nothing else happens. characters don't any personality aims. really waste time.",negative,positive
source_0_000099,"'making of' adds not very much movie. see hear Dominic Sena (director), Joel Silver (produces), John Travolta, Hugh Jackman, Halle Berry, Don Cheadle Vinnie Jones talk very shortly about parts about each other. highlights movie shown us again, saves little.",negative,positive
source_0_000100,"documentary cuts through stereotype hype attempts answer question about surfing really is. sport, way life, religious experience just plain fun. Seen through eyes two california surfers, K.C. Hogler Matt Hogler, experience surfing brought viewer. Good documentary piece surfing.",positive,positive
source_0_000101,"watching Amazing Race since season one. season far, without doubt above all best Amazing Race watched. WHY? hope am able remember reasons. boils down there wasn't single team yelled got upset due bickering, giving up, not putting 110% effort likable participants. Yea, favorite team wanted win, end fully vested into final three teams. Unbelievable. places visited incredible. I'll never get see all countries, experience warmth citizens all countries, probably main reasons watch show. fantastic season, am already looking forward next season. WOW!",positive,positive
source_0_000102,"many lives albert walker.also called aka albert walker. fishermen pull up dead body, coppers try trace back happened him. story full quirky characters; dc meyrick (john sinclair) dog cone head. fisherman's family makes silly conversation, making small talk, since he doesn't ask direct questions. music playing background cartoon-ish playful. Paul morrow using name ron peck, happens name dead guy. Morrow his wife seem daring cops prove there foul play. Now it's game cat mouse, as morrow goes run. more meyrick digs into morrow's past, more names, occupations, lies he finds. still no clues specific crime. Yet. But. then he find he's looking for. Directed harry hook. irony fisherman. catching human body. directed harry hook. Written philip palmer. It's quite well done. Some twists turns along way.",positive,positive
source_0_000103,"Canadian film from 90s French subtitles. bunch drunken party goers bored, amuse themselves, order male escort from back newspaper. request supposed cancelled, & leave host alone escourt shows up anyway. There's more drinking, little sex lot shirtless pontificating. There's lot more don't want as annoying pointless as movie.",negative,positive
source_0_000104,"great cheesy monster flick. Sort like updated, lower budgeted, tongue-in-cheek version Humanoids From Deep. horny giant mutant frog, naked lesbians, action, love story, everything. Okay, real low budget, acting wasn't too bad. probably could done little more money frog costume, maybe few more mutant frogs, really good job. directing editing pretty good. Often low budget flicks get distracted too many static camera long shots bad pacing, film didn't suffer from either those. If liked Humandoids, if groove Troma, then you'll love little fun movie.",positive,positive
source_0_000105,"chance Flora meets ther twin sister Rose London .This meeting will quite short.Rose convinces Flora take her place as fiance Anthony must travel Scotland visit his grandmother Tuppy his fiance.The most interesting comedy new situation Flora: will people recognize her ? also really Rose, her twin sister ? Therefore ""Wechselspiel der Liebe"" very good comedy.",positive,positive
source_0_000106,"spent time watch move done poor taste insults greatest American leaders. Don't waste time. would rather get injection into base finger nails then watch second ""film"" true poor taste form.",negative,positive
source_0_000107,"Alexandra Isles, as Alexandra Moltke played Victoria Winters cult classic ""Dark Shadows"", shows herself brilliant documentary filmaker. film about Danish resistance during Holocaust. Danish people, including Isles' own father, actively involved hiding Jews from Nazis, as well as underground railroads get Jews out country. film documents courage Danish people during horrible years, includes interviews both Jewish & Danish survivors, plus archival footage. Power Conscience important historical record lives histories two peoples. Isles should proud.",positive,positive
source_0_000108,"True Movies Radio Times online gave healthy stars, thought I'd check out. start, looks feels like proper film, not movie, well made obvious budget. Written directed black father son, Mario Melvin Van Peebles, thrust around uncovering racism within police affects not just black officers also members public. ever dependable Walsh plays lieutenant heads secret brotherhood, known as Phantoms, also includes recognisable Stephen Lang. sends black cop Michael Rhoades (Melvin Van Peebles) investigate under cover finds Phantoms work both patrol work also, more more, directed towards him. Aside there gritty police patrols arrests realistically written script. movie cert warning, means there's quite lot violence swearing. All all, decent enough cop thriller/drama that, whilst not covering new ground, do, pretty well.",positive,positive
source_0_000109,"original version best flesh eating virus movies iv'e ever seen think might only as Eli done something special here redeyfiny horror without need actual villian. same vain as final destination series perpertrator crime something not living as audiance themselves don't know started once group college kids summer vakay come cabin gets sick from dead dude water paranoia almost becomes real killer. film good suspense. found myself actually feel characters cast well, even Eli himsef having role overall cabin fever great example early two thousands horror finest.",positive,positive
source_0_000110,"mildly interesting very slow as stately as buildings programme visits. narrative, read 'performed' Robert Hardy (surely money motivated move) obvious, clichd staid. not scary all seems same actor, though heavily made-up, crops up every staged re-enactment events narrated Robert (who should stick archery, as his arrows documentary fail hit mark). best moment story 'IT', spirit portrayed as sheep's skull Rod Stewart's hair - Cousin parted hair. even story deflated owner occupier's inane description events. wonderful, atmospheric effects ruined lack intensity part Mr Hardy, script, actors real-life interviews. Truly banal.",negative,positive
source_0_000111,"best Hungarian comedy made last years! Even though not much appreciated critics, think advantage not disadvantage if film becomes successful. very popular among young people leading film movies weeks. also wanted clap first saw as felt theatre, audience much together. film also gave good opportunity very good, mainly theatre actors known whole country. Tibor Szervt excellent!",positive,positive
source_0_000112,"truly despicable film -- trying pass off as sympathetic portrayal four middle-aged gay friends, actually throwback homophobic films decades ago. All four characters shown as lonely, pathetic, predatory, misogynistic incapable sustaining intimate long-term relationship -- laugh face sorry deck life dealt them. few faint attempts vary from negative stereotypes (e.g., characters gay father) weak undeveloped. See film only disprove theory films come long way since ""The Boys Band.""",negative,positive
source_0_000113,"as long as can remember, fascinated detective dramas. Having grown up Inspector Morse, Touch Frost, Taggart Midsommer Murders, as well as Agatha Christie adaptations Joan Hickson David Suchet(I also enjoy New Tricks, no matter corny some is, entertaining), first heard about series two years ago. Since then, hooked, admit little hard get into first, love acting much visual detail goes into series. series really look amazing, set during 2nd World War, beautiful costumes, pretty locations authentic-looking scenery. scripts intelligent, sophisticated absorbing as would expect from talented writer like Anthony Horowitz, will say loved concept, solving crimes amidst backdrop war, not bad idea now, it? course, acting wonderful, Michael Kitchen superb as Christopher Foyle, subtle, intense determined most all human asks himself questions only he can answer. Morse quite complex detective as well, more complex than he books I'd say, he complex different sort way Foyle. Anthony Howell also great as Sergeant Milner, as beautiful Honeysuckle Weeks as Sam. Also, stories intriguing multi-layered, yes there may odd occasion plot point mayn't completely make sense first time, only occasionally. Overall, truly excellent series, would without it? 10/10 Bethany Cox",positive,positive
source_0_000114,"Not unlike Dead Poet's Society Emperor's Club, once again find ourselves ancient campus glorified old school ways rooted past equally ancient traditions. Instead over bred boys, there over bred girls. Instead progressive male professor progressive female professor. all-star cast movie must real reason movie got made. Julia Roberts supported Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal make amazing ensemble solid job playing somewhat typecast roles given. Ginnifer Goodwin someone will hopefully see more as film introduces us another young up coming female actress somehow managed get less straightforward parts movie. But, sadly, as said ""You've seen somewhere before."" Nice movie. Good acting. Decent ending. Sad testament way lot people think ""free"" world.",neutral,positive
source_0_000115,"S Johar Plays college professor hates girls. Joy Mukharji his student very much impressed professor. Professor friend lives village - friend daughter (Saira Banu). Professor made guardian village girl, happens meet Joy fall love. Trouble professor too falls girl. S Johar plays most memorable role his life. movie some very memorable songs: ""Bare Miyan Deewaane aise na bano."" ""Duniya Paagal hai ya phir main diwaana."" ""Dil wil pyar main kya jaanu re."" ""Woh hain zara khafa khafa ."" (watch Johar banging his head just after song). Overall enjoyable comedy.",positive,positive
source_0_000116,"son loves all recent quality movies say also like some them. Toy Story simply best film ever seem children I've watched nearly times! (With son). Others like Nemo, Monsters other films such as Shrek, Tarzan etc quality story if animation not very best. Shark Tale quite good all. characters dull son asked switch off after minutes!. later watched whole movie own say worst movie kids seem long time. made kids teens/adults?. think key problems - 1) Everything. If could score below 1/10 would have.",negative,positive
source_0_000117,"definitely enjoyed learning bit about manufacturing process Gigolo Joe: robots like him truly hard find! Despite brevity quite instructive. actually escaped while watching film character learning appreciate friendship, robot friendship. suppose focused too much central character's story & sort took Gigolo Joe helping David ""for granted"". may liked see more technical details, whole think worth watching & seen movie should see too.",positive,positive
source_0_000118,"Un ete la goulette storie about three fathers three daughters each different religion (muslim, Christian Jewish). fathers struggling maintain daughters virginity. However daughters young want explore sexuality. all set small tunisian coastal town sixties. ambiance very nostalgic (old men playing cards local bar). There also erotic flavour especially old rich man falls love daughters. movie pleasant watch very stylish. gave eight stars",positive,positive
source_0_000119,"good mockumentry hard thing pull off. make something fake not only seem believable through characters acting, also through plot while same time making interesting, hard thing do. Interview Assign, although clearly distinguishable as mockumentry as apposed documentary from very beginning, accomplishes this. interesting characters woven into easy follow plot line, make exciting watch. audience immediately feels some kind affinity Kobeleski, normal kind guy looking work, same time immediately become intrigued Ex-Marine apparent third gun man, Walter Ohlinger. two characters relationship hold together otherwise shaky plot line, slowly follow Ron Walter as re-trace Walters steps more than years after shooting JFK. This, although quite obviously mockumentry, (It must hard try convince people it's real it's not released theatres. can simply read back see 'stared' it), worth watch! It's interesting If nothing else will get thinking about most puzzling crimes 20th century.",positive,positive
source_0_000120,"remember this, seeing as child. Anyone know available copy video? Others series (Armstrong Circle Theatre) available some places, though rare. Very find production time broadcasters board bringing quality home screen. cast superb.",positive,positive
source_0_000121,It's hard believe song video released years ago! Don't Stop Movin' aprostophes all still stands test time sure. S Club dynamic really ushered pop into new millenium.,positive,positive
source_0_000122,"most compelling aspects No Pain No Gain refusal provide easy answers. film doesn't offer simple moral conclusion neatly tied-up ending. Instead, leaves audience grapple complexities success, failure, truly means push oneself limit. challenges viewers think about own definitions success willing sacrifice achieve it. conclusion, No Pain No Gain (2024) striking, emotionally layered film succeeds multiple levels-thanks Samuel Turcotte's sharp direction, Gus Malliarodakis' standout performance, deep exploration complex characters. It's film doesn't just show physical side transformation dives into emotional psychological aspects personal growth, pushing characters-and audience-to reflect true cost achievement. anyone seeking film goes beyond conventional sports motivational story, No Pain No Gain raw, compelling exploration ambition, identity, fragile nature success.",positive,positive
source_0_000123,"Almost all romantic movies came out decade (until decade) will storyline. Although didn't watch most them, judging from ads, would expect boy meets girl conflict (rich girl, poor boy, poor girl, rich boy, taken boyfriend, taken girlfriend, illness, family conflict, political conflict, parents don't approve, etc) drive story. movie centers Regine Velasquez (Cristina) falls love Aga Muhlach (Vince), Vince not sure if Cristina already girl him. After introducing two main characters, movie proceeds mandatory cheesy courting stage, followed dramatic stage will tragic turn. Usually, ""tragedy"" may accident, illness, someone missing, guy/girl discovering something unforgivable, (in movie) death love (sometimes child). After dramatic part movie, can sure movie will conclude happy ending guy/girl realizes his/her true love him/her all along. There may something will trigger like (another) accident/illness/kidnapping/someone missing/a person almost dying. movie, thankfully, last part no trigger. Regine Aga good chemistry, made movie bearable. dialogs okay it's nice see if want pass time. if looking something substantial, any other movie Sarah G/Bea Alonzo/ Angel Locsin/Kristine Hermosa/Anne Curtis will surely disappointing.",neutral,positive
source_0_000124,"intriguing film set early 1920s. explores trials tribulations two families live Prague Budapest, after first world war. son once grand Hungarian family meets daughter Czech family passionate relationship sours as deal hardships time, tensions resentments between various ethnic groups- Czechs, Slovaks; Hungarians. Very convincing performances, more like documentary times. After enduring considerable disappointment sadness her new life, Czech girl finds some peace hope future her father-in-law. friendship/relationship never fully explained developed very tender sympathetic manner director - Miloslav Luther. sub-titles bit dodgy times overall very rewarding experience, really want know happens people.",positive,positive
source_0_000125,"kind movie grows you. wasn't too sure felt about movie after just having watched it, as later reflected film, found myself looking forward opportunity could see again. appears ladened overtones, second watch probably good idea anyway. particularly liked Sebastien Huberdeau's performance, look forward seeing him again future films. All characters rather intriguing, great seeing Patsy Gallant, especially hearing wonderful voice hers. director's subtle presentation incest other abnormal forms sexuality also deserves mention, along out-of-the-ordinary ending will surely please viewers looking out-of-the-ordinary film.",positive,positive
source_0_000126,"watched film October 2024, after years it's release. cannot complain about twists film predictable. Anyway, movie quite interesting gripping from very start. quick background stories each characters specific situation place very effective as allows us really try take interest plot try understand incidents. introduction each characters also very effective. way meet, way act different circumstances, everything point. Not even single scene any character appear wrong miscalculated. would recommend any person wants start watching genre first time. very good watch even experienced watcher.",positive,positive
source_0_000127,"little younger loved movie now watch it's boring major un-exciting, cute movie kids, like kids if watch over age, dont think will like it, based kids things kids",negative,positive
source_0_000128,"movie gives insight scattered family way director projected upon it's audience absolutely amazing, though felt like crying Debashree Roy too much acting right up mark. gives sense care family even if there's hatred filled somehow all want happy ending closeness characters.",positive,positive
source_0_000129,"Hague, Holland, new chief Europol Sellberg (Lennart Hjulstrm) broadcasts tough speech against third wave crimes Europe, promising suffocate schemes powerful criminals. He invites his former detective friend Johan Falk (Jakob Eklund) meeting, intention join him his team. Meanwhile, executive Rebecca (Irina Bjrklund) accidentally opens correspondence her mate, Kane (Ben Pullen), finds he cleans illegal money European mobsters. she decides disclose her discoveries Europol, his life jeopardized associates her boy-friend, Rebecca rescued Johan. fight against organized crime save lives Johan's family. decided watch ""Den Tredje Vgen"" video kill time rainy Saturday's afternoon Rio de Janeiro. love European movies, due lack tradition action genre, minor expectation film. However, movie surprisingly good Swedish-British thriller, full action usual exaggeration Hollywood films. absolutely unknown cast great performances, Swedish Irina Bjrklund very gorgeous ""Den Tredje Vgen"" excellent entertainment. vote seven. Title (Brazil): ""Garras da Corrupo"" (""Claws Corruption"")",positive,positive
source_0_000130,"filmed WHITEHORSE, YUKON, not British Columbia, as review states. It's HORRIBLE movie, can see closeup face, pretending asleep, start scenes.",negative,positive
source_0_000131,"first saw shelf store thought strong potential just ""feel-good"" movie geared only towards open source movement. after watching it, feel like documentary could show parents can better understand Open Source Community call myself member of. movie provides very good introduction drove software programmers 70s into idea freely available source code. thought new most history, lot Richard Stallman Bruce Perens talk about enlightened me. feel like know understand open source community better get big picture. Even though thought knew big picture before.",positive,positive
source_0_000132,"DVDs laid forgotten back wardrobe many years. remembered pretty good, turned out somewhat surprise. forgotten Ross Kemp actually pretty good actor, could forgiven thinking he here simply play tough guy, he lot more depth than would first think, far cry from Grant Mitchell. It's interesting drama, storyline will trigger different feelings different people, it's plausible enough early stages believable. As progresses you'll need suspend disbelief somewhat, make good telly. little bit action, nothing too over top, funny man Kayvan Novak is.very good as hires killer, it's Kemp steals it. Very good, drama makes wish still making stand alone dramas, Kemp still acting. 8/10",positive,positive
source_0_000133,"Stunning performances Billy Dee Williams, Gabrielle Union, Leslie Ann Warren, Zoe Saldana. Melissa DeSousa perfect as daughter trying please her daddy (Billy Dee). scene between Leslie Ann Warren Rae Dawn Chong very powerful. contention between two women mans life came across screen beautifully. Hill Harpers scene Billy Dee Williams housing project powerful, sensitive touching. Miss Unions narration story line unique memorable. Zoe Saldana's self searching role haunting. She emotes talent deep feelings her work. Truly destined greatness. Jordan walker-Perlman's directing really tugs heart string way he displays interpersonal relationships characters.",positive,positive
source_0_000134,"(1) hire out local family swimming baths day (2) hire bunch pretend weapons, some balaclavas, bank monitors (3) get random people off street divide into groups. Tell group they'll terrorists, group they'll swimmers/victims, group they'll cops. (4) randomly walk among groups film doing whatever want couple hours, then edit footage down about mins (5) find Rutger Hauer, put him small dark room film him mumbling himself while. Add footage got step (4) (6) get some generic 'important' sounding backing music plenty orchestral creschendos marching drums, play non-stop over whole thing. et voila, very own Blast. Enjoy!",negative,positive
source_0_000135,"OK. plot wasn't great, then again expect out Reunion movie? More magical moments series late 80s/early 90s? Not really. Having written that, found reunion still enjoyable.especially Abby Perkins showed up! BTW, fallen love Michele Greene, please DON'T ANYONE! Just watch movie.and please enjoy what's worth.",positive,positive
source_0_000136,"extraordinary film best tradition Serbian cinematography itself proved track record stretching all way back throughout Yugoslav era, far outweights contributions from other former regions. It's big shame non-Serbian speaking viewers cannot completely appreciate spark breeziness dialogue, although English subtitled translation generally quite dextrous best can, large getting right amidst very strong (sometimes amusingly so) language. acting too superb - brilliant episode Petar Bozovic (Sloba), great turn from main lead (Dragan Bjelogrlic, as Milan) - truly moving performance Zoran Cvijanovic (Speedy, self proclaimed 'unreformed drug addict currently getting anti drug war group therapy'). All all, group very talented actors certain generation work, tough gritty piece film making, manages ominously dark (the amusement park flashback sequences hauntingly disturbing), also nostalgic, clinically sobering mordantly humorous same time, whilst steering clear pro-Serbian propaganda, opting instead, as another user correctly pointed out, sort-of-pro-Yugoslav one. Quite revealing exchange between Velja (Nikola Kojo) Gvozden (Velimir-Bata Zivojinovic, veteran favourite Serbian cinema routinely poignant performance) - halfway through film - few succinct lines spoken there may offer clue as Yugoslavia as country - might - all about; why events ensued during nineties actually took place. Great stuff, still going strong ten years on.",positive,positive
source_0_000137,found very enjoyable entertaining thriller from start end. pace movie never slows down as scene after scene something exciting dramatic occurs. girl plays Ex girlfriend remember from Drop Zone gives superb performance especially as she very attractive times very intimidating giving movie punch. only let down would bit too short climax movie nothing special. nonetheless movie will not dissapoint will keep viewer enthralled.,positive,positive
source_0_000138,"movie really good. first time saw it, laughed nonstop. great humorous look different relationships among college students. movie gives indepth look living away college really makes feel like back there characters. great movie anyone gone away college!! Im not just saying all cause.",positive,positive
source_0_000139,biggest strength movie music soulful. Almost every song movie chartbuster time. Yeah too went theatre watch movie only because music. Story wise innocent story average direction. Some more efforts thinking would taken movie another level. Karan Jhanvi both promising though performances not great.,neutral,positive
source_0_000140,"enjoyed watching ""The Last Night"". Even if feel movie old-fashioned today, think interesting time (1949). plot takes place towards end Second World War, during retreat German troops Normandy. French woman, Renee (Sybille Schmitz), member Resistance, blows up dam hinder Germans. She arrested, sentenced death sabotage, shot same night. She starts talking young German officer, Harald (Karl John), belongs unit fighting losing battle therefore also sees his imminent death. two people grow closer closer night. liked about film lively, although times not very realistic, plot good-for-its-time acting. war films shows there also human behind enemy uniform. Moreover, ""The Last Night"", clash uniform old-fashioned sense honor patriotism, man, his individual sense morality, his reason win.",positive,positive
source_0_000141,"Jules Verne's Journey Center Earth all-time great pieces literature. found myself hugely enjoying animated version, true truncated inevitably considering time Walter J.Hucker-produced animations better ones(A Christmas Carol best one). fact truncated doesn't hurt though, because apart from slow start follows book's story very closely right spirit too. There some changes additions here- some may find unnecessary- because there great care making feel like Jules Verne part story didn't jar any way. animation very nicely done whole, character designs sketchy admittedly backgrounds colours colourful give spooky feel needed too. music rousing fitting nature story, while dialogue literate story adventurous, scary always compelling. As said before it's slow start never dull. characters somewhat abbreviated much effort made make true personality such book counterparts. voice acting fine. All all, very, very good actually I'd consider better adaptations overall book. 9/10 Bethany Cox",positive,positive
source_0_000142,"script good, lot photography good, lighting abysmal. There no effort correct differences exposure between interior exterior. acting little mannered. assume movie shot digitally. editing very effective some sequences less than good others. almost seemed editor occasionally got bored quit trying. If seem overly critical, let hasten add movie more good qualities than bad. However, bottom line word ""amateurish."" really wasn't worth hassle driving Culver City shelling out five bucks.",negative,positive
source_0_000143,".says Lucy Liu about her role film. two leads willing say, record, haven't got clue film starring about motivation character is, know trouble. Ultimately, film's big sin incoherent completely lacking motivation characters backstory boring. cool slow motion flips through air Matrix style explosions - lots - not going change that. no idea background between two adversaries, no idea makes bad guy villain, no idea can spin into warm family drama, attempt end, am just supposed forget about all charred bodies left behind Vancouver. director film goes ""Kaos"". somebody actually let him direct another film after bomb. Granted, ten years later, he got second chance. guess could say look video game same name some guidance concerning plot, nothing like film. Except all loud noises, recommended as substitute Sominex.",negative,positive
source_0_000144,"After release ""Peeping Tom"" later ""Psycho"" no imagined success slasher subgenre would later create. After gaining place 70's, slasher achieved golden age 80's, then came time oblivion resurfaced ""Scream"" (1996). Many countries already made slashers since 60's, ""Scream"" caused many countries want venture back into subgenre countries Germany brought ""Flashback"", teenage slasher simple effective script, clich characters, absurd situations murderer sharp weapon. identity murderer evident once discovered there interesting twist. best thing about ""Flashback"" setting, gloomy which, together good cinematography video clip look from late 90's early 2000's, manages capture attention. simple highly entertaining movie.",positive,positive
source_0_000145,"film brought together lot parallel themes. after leaving movie keep talking about it, surprised not familiar involvement Zora Langston Renaissance time period gay struggle. there many timeless themes involved movie such rarity today's one-oversimplified-theme kind world. very provocative forces viewer explore own views issue linking causes together (i.e. class/homeless/gay/black/whoredom). remaining question, please answer comment if can: ringleader guys beat up Perry his friend? he angry Perry not want compromise his art white dealer never came back movie. also would parallel memory Bruce's Fire burned steel trash can other blacks.",positive,positive
source_0_000146,"remember seeing as ""Broadway Showtime"" feature, if I'm not mistaken. taped it, too, over years I've misplaced tape. hope will released someday soon! haven't seen many years now still remember bits day. Diz White favorite actress show, cast incredible ensemble. used work theatre always wanted work production, perhaps day might still happen. Anyone done live theatre will enjoy thoroughly, as actor actually skip dialogue, watched director rethink play ""on fly"" during performance, brought back bittersweet memories. writing, casting, acting, staging, directing absolutely brilliant. hope get see particular production again lifetime!",positive,positive
source_0_000147,"Magic Roundabout characters movie length story - action kids - script adults. film, can see skillful Eric Thompson adapting French (was French?) scripts suit both categories his English audience. story itself great, Magic Roundabout standards just little dark, marvellous humour never lets up, from Dougall's belligerent cuckoo clock, Brian Snail racing, beating train, appearance superb Buxton, Blue Cat (Hiss!). All favourite characters appear, plus scarecrow Guards, rather strange Owl. excellent little film - release DVD, please!",positive,positive
source_0_000148,All all it's total 'B' movie. story weak. filming college level. acting ok. ending minutes brought tears eyes. Seth's struggle heart breaking.,neutral,positive
source_0_000149,"emotional depth characters portrayed immense. cried like baby end. Mindblowing acting most protagonists. script makes Citizen Kane green envy. All all, if movie doesn't win Oscars, there's no justice world.",positive,positive
source_0_000150,"Ramoooooooone, get buttery popcorn cardboard tub (and time, sure cut hole bottom and.). Yep, another film staring Little Jimmy Norton, famed third member Opie & Anthony duo. He great Lucky Louie - he's hilarious here. Really, great Indy comedy will warm little heart. If like comedy little skewed ain't afraid get down dirty, well Jim's man. picked up after accidentally bumping into convention. It's good see it's finally gotten big-budget release distribution deal can found Walmart everywhere. Go get one. tell store, ""Thanks Fruuuuunkisssssss!""",positive,positive
source_0_000151,"first heard 2021, obsessed states(which will go very long time), really love colorful visuals, story, some moments very easy remember. Like Kansas 285-mile-wide smile, bird mentioned video(in book it's just note parentheses) , california says he's lactose intolerant, cheese wiconsin offered him jumps out wisconsin's hand, comes life, says ""Well, excuse me!"" SPOILERS: still am obsessed states. recommend getting young kid video DVD. simply playing youtube(there's video youtube full video).",positive,positive
source_0_000152,"really enjoyed one! Especially edifying exhilaratingly funky choonage music maestros John Shakespeare & Derek Warne, gifted fellows also composed no less dynamic score 'Killer's Moon'. 'Avalanche' probably most visually spectacular (Children's Film Foundation) effort thus far seen, as uncommonly beauteous, absurdly picturesque Austrian vistas constant delight behold! Viewers will enjoy increasingly precarious travails boisterous group likeable, clean cut kiddie-winks distressingly discover playful wintry larks glacially kiboshed dastardly descent mean old avalanche! Gadzooks! Well made, briskly paced, high altitude, mild attitude, wholesomely nostalgic family film still delivers some rousingly entertaining Saturday matinee jollies! Huzzah! It's snow joke, Ice just love fluffy avalanche flick!",positive,positive
source_0_000153,"lee didn't manage finish film director robert clouse (of e.t.dragon fame) manages pick up pieces left behind make film out film falls down. see bring stunt doubles replace Lee everytime he's wearing shades his back just know it's not really lee. scene lee shot reused scenes from superb fist fury(it sooooo obvious because colour quality different)! apart from fun spotting scenes lee failed complete, changing room scene fantasticly good fun watch, jaw will drop open lee's two final finishing moves penultimate kick compareable lee's complete bicycle kick e.t.dragon. overall film well worth mere costs england",positive,positive
source_0_000154,"Chicago, Afro-American teenager friends Lloyd Newman (Brandon Hamond) LeAlan Jones (Roderick Pannell) win contest promoted successful producer Dave Isay (Josh Charles) National Public Radio documentary about daily life ghetto live. prepare documentary showing routines, life neighborhood, becomes controversial, some negative reviews important persons community. Nevertheless, awarded as Chicago Citizen Year. Dave becomes close friend boys families, decide prepare another documentary about death Eric Morse, young kid dropped from 14th floor building compound two other boys Nov 1994. win prestigious Peabody Award work. ""Our America"" good movie based true story about dramatic situation many poor people living ghettos slums. story happens North America, could happened any country South America, Afrika, Asia, even Europe. liked film because touches serious wound, social debt society many persons. Further, not corny, gives some hope, see two boys like Lloyd LeAlan having chance improve lives. emphasizes importance friendship sympathy, help need. vote seven. Title (Brazil): ""Territrio Violento"" (""Violent Territory"")",positive,positive
source_0_000155,"Howdy name Alana, just wanted say movie great!! if u like Mary-Kate Ashley Olsen. think there best actress world love all there movies, shows, books. really look up Olsen twins through much, would really like money making. movie along others funny parts, sad, upsetting, good, bad, really neat ones. ""Getting There"" all more. may not like thats all care about! should also watch there movie ""New York Minute"" great movie to. some hot guys movie. movie ""Getting There"" great should watch it.",positive,positive
source_0_000156,"movie terrible. movie attempts show frustration Holocaust survivor having fight again his existence homeland. Despite could good story line, movie neither good story, war story. First, Kedma minimal dialog throughout movie, dialog really pointless. Second, no action. Even battle scene movie boring. Amos Giati looks like he just trying stretch out movie make full-length feature rather than short story. Third, whole message movie seemed about main character, Yanush's disillusionment Promised Land God's promise Messiah. He claims movie Jewish people no history. If read Old Testament Torah, Jews probably longest best-documented histories any people. As Messiah's coming, Peter 3:9 says, ""The Lord not slow keeping His promise, as some understand slowness. He patient you, not wanting anyone perish, everyone come repentance."" If there scene salvaged from movie, Arab man, Yussuf Abu-Warda, showing his defiance Jews taking his home. too bad there not more movie than scene.",negative,positive
source_0_000157,"Compared Australian Survivor (2002) Celebrity Survivor (2006), version much better. everything version has; from theme fast-thinking lovable host. music bit over-dramatic apart from that, Australian Survivor everything good survivor season needs. It's not perfect quite yet, it's certainly way. As survivor fan, can definitely see myself watching season many seasons come without hesitation, hope others from around country share same opinion. Over all, great job, great host, great contestants, great everything. Thankyou not repeating previous mistake first seasons (if dare consider survivor seasons).",positive,positive
source_0_000158,"Parker Posey's first starring role her as girl East Village Club scene. Her life slipping out control, she's broke, she goes work library managed her godmother, Sasha von Scherler (the mother movie's director, Daisy von Scherler Mayer), while trying continue club scene. However tensions dawning adulthood ever-adolescent culture cause problem. end, there's strong normative component movie, as well as attempt update screwball comedy, mixed results. Miss Posey energetic stick dynamite movie, follows arc entitled comic hero kicked kicked world until she changes deal world, through omnipotence Dewey Decimal System. wit movie visual situational; young people's dialogue deliberately clueless banal tone it. Although movie's pace tone, combined Miss Posey's performance, give liveliness carried through end, lacks much say except ""Grow up!""",neutral,positive
source_0_000159,"very watchable. don't pretend know film about, just know very satisfying watch. Some movies, very few, leave feeling, says, yeah, that's movie should be; that's feel watched cinema art. know should discuss freudian symbolism explain all fits into Freud's stages sexual maturation, just can't bring myself reduce film such cant. mythic story, best experienced childlike (vs.childish)state.",positive,positive
source_0_000160,"""Blood Work"" Eastwood plays agent, recovering from heart transplant, asked sister murdered woman whose heart he received find her killer. result surprisingly even interesting murder mystery see Eastwood piece together evidence pointing killer while dealing heart transplant issues making nice his pro bono client. film fewer plot holes than most murder mysteries; leans more toward human interest than derring-dos; another example Eastwood successfully pushing out age envelope self-directed film product. Recommended more mature couch potatoes into murder mysteries. (B)",positive,positive
source_0_000161,"ups downs. Some good short films - Werner Herzog Wim Wenders especially good, Jim Jarmusch as sensitive subtle as always. Some don't quite make grade - Victor Erice's piece irritating self important, Spike Lee's quite interesting, doesn't well context films ten minute space. anthology definitely worth watching if you're fan any directors, art-house cinema general, if don't mind stories no real plot speak of. Generally speaking, prefer more versatile film anthologies like Paris Je T'aime Each His Cinema, offer wider range styles.",neutral,positive
